sentence,sentiment,confidence,type
Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new long-term incentive and commitment plan for members of the management team .,1,50,secondary_test
The stock of new machines is reasonably small and new orders bring work .,1,50,secondary_test
The social plan negotiations were part of the three year turn-around program which is expected to ensure Salomon 's future competitiveness .,1,50,secondary_test
"In the Asia-Pacific region , Visa Wave is available in Malaysia , Taiwan and South Korea and will be expanded to Japan and Southeast Asia this year , Jung added .",1,50,secondary_test
"It provides customers with industry-leading elevators , escalators and innovative solutions for maintenance and modernization .",1,50,secondary_test
"Upon completion , Keskuskatu will form the backbone of Helsinki 's pedestrianised downtown area , linking up with the city 's other main pedestrian precincts .",1,50,secondary_test
"Selects Third Party Logistics Leader Transplace for Best-in-Class Technology , Procurement Capabilities ; Leading Specialty Packaging Manufacturer Employs Complete 3PL Solution for Supply Chain Visibility and Transportation Efficiency to Increase Service Levels and On-Time Deliveries",1,50,secondary_test
"The circuit 's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days .",1,50,secondary_test
"Salo , Finland , 29 August 2006 - Benefon has today announced its plans to further strengthen its in-house technology platform , by licensing the complete mobile software platform , Opna , from its long-standing technology partner , Pollex .",1,50,secondary_test
"firm 28 October 2009 - Finnish lifting equipment maker Konecranes Oyj HEL : KCR1V said today it acquired US Machine Tool Solutions Unlimited in Cincinnati , Ohio , for an undisclosed sum .",1,50,secondary_test
We look forward to helping the company develop its operational services and further digitalize its services for its customers . '',1,50,secondary_test
The through service of FESCO is a telling example of strengthening the relationship between logistics companies and operators at the international level .,1,50,secondary_test
One of Uponor 's promising future products is a hydronic cooling system .,1,50,secondary_test
"Asimilar agreement was signed between China Mobile Ltd. ( SEHK : 0941 and NYSE : CHL ) , the largest mobile carrier , and theGPS and social networking service provider , promoting GyPSii service before Beijing 2008 Olympic Games , according to thelatest news .",1,50,secondary_test
"In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design .",1,50,secondary_test
"Finnair expands : Finnair plans to add more flights on routes to Hong Kong , India and Russia .",1,50,secondary_test
The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,1,50,secondary_test
"To prove the efficiency of the China Mobile system , Rod Baber , an English climber , climbed to the Mount Everest summit and successfully made calls .",1,50,secondary_test
"Our strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors .",1,50,secondary_test
"Israeli cable network operator HOT Telecom has chosen Teleste , an international technology group , as its exclusive provider of FTTx equipment in Israel , according to Teleste today .",1,50,secondary_test
"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t",1,50,secondary_test
Shareholders of Rakvere Lihakombinaat decided in favor of the buyout of minority shares in mid-July .,1,50,secondary_test
The long-term contract is global .,1,50,secondary_test
The world 's biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company 's operations resulting in annual savings of some euro200 million US$ 240 million .,1,50,secondary_test
"During the past decade it has gradually divested noncore assets and bought several sports equipment makers , including California-based Fitness Products International and Sparks , Nevada-based ATEC , a leading maker of baseball and softball pitching machines .",1,50,secondary_test
A new production line is being completed for the contract production of hormone treatments .,1,50,secondary_test
"The iTunes-based material will be accessible on Windows-based or Macintosh computers and transferable to portable devices , including Apple 's iPods .",1,50,secondary_test
"Jobs will not be transferred from Finland , however .",1,50,secondary_test
"It combines a perfect price performance with sophisticated management facilities , the company said .",1,50,secondary_test
"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 1.29 % at 1,084.47 points on Friday .",1,50,secondary_test
"`` Our customers now have the chance to make bookings for all the services they want at one location , '' said Mikko Tuomainen , in-charge of Finnair 's Internet ( sales ) .",1,50,secondary_test
"Higher bit rates for outgoing traffic improves the end-user experience of mobile broadband services such as video conferencing , file sharing and sending e-mails with attachments .",1,50,secondary_test
"O'Leary 's Material Handling Services , located in Perth , is the leading company in Western Australia that supplies , installs and provides service for tail lifts .",1,50,secondary_test
"And earlier this month , the company signed a deal with India-based information technology services giant Wipro Technologies to transfer and sell its radio access related R&D activities in Berlin .",1,50,secondary_test
"The contract covers HDO platform , AC800 and CXE880 optical Fttb nodes designed to increase the forward and return path capacity of the transmission networks .",1,50,secondary_test
"Dubbed Nokia Money Solutions , company officials say the initiative would seek to bridge the gap between the banked and unbanked in developing countries .",1,50,secondary_test
A realignment of interests in the sector is clearly under way .,1,50,secondary_test
"The adapter , awarded with the `` Certified Integration for SAP -« ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems .",1,50,secondary_test
TomTom has given assurances that it will continue to sell maps to competitors if it wins EU approval .,1,50,secondary_test
It is a solid credit that has been compared to a DZ Bank or a Rabobank .,1,50,secondary_test
"In addition to the Indian market , the new plant will serve Salcomp 's customers globally , the company said .",1,50,secondary_test
"` For Nordea , moving into the new headquarters signifies the beginning of a new era .",1,50,secondary_test
Componenta 's objective with this agreement is to increase business on its existing production lines .,1,50,secondary_test
"Kaido Kaare , general director for Atria Eesti , says the company 's investments in the upgrade of the pig farms surpass EEK 150mn EUR 9.59 mn USD 14.19 mn in the past years .",1,50,secondary_test
"In 2007 , Marimekko has also opened concept stores in Yokohama and Nagoya , central Japan , in Silver Spring in metropolitan Washington DC , USA , in Graz , central Austria , and in Aalborg , northern Denmark .",1,50,secondary_test
He believes that the soy-oats have a good chance of entering the UK market .,1,50,secondary_test
One of my colleagues summed up the E7 quite aptly when he remarked : `` Fantastic hardware .,1,50,secondary_test
The increase in capital stock has been registered in the Finnish Trade Register on 20 November 2006 .,1,50,secondary_test
Tekla will implement the renewal in software versions which will be introduced in spring 2011 .,1,50,secondary_test
"The dollar fell , though , against the pound and the yen .",-1,50,secondary_test
"The offer , deemed too low by Finnlines ' board , stands until 4 pm tomorrow .",-1,50,secondary_test
- The Group -¦ s result before taxes was EUR -1.9 ( -3.0 ) million .,-1,50,secondary_test
"Operating profit for the three-month period decreased from EUR1 .65 m while net sales increased from EUR14 .6 m , as compared to the corresponding period in 2005 .",-1,50,secondary_test
Applying for summer work is seen as laborious and stressful .,-1,50,secondary_test
"Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland .",-1,50,secondary_test
Layoffs will also take place at the Suomussalmi and Kuhmo plants this autumn as a result of codetermination negotiations held there .,-1,50,secondary_test
"As a result of the negotiations , the company will terminate total 5 employment contracts .",-1,50,secondary_test
"Compared with the FTSE 100 index , which rose 36.7 points ( or 0.6 % ) on the day , this was a relative price change of -0.2 % .",-1,50,secondary_test
"The international electronic industry company Elcoteq has laid off tens of employees from its Tallinn facility ; contrary to earlier layoffs the company contracted the ranks of its office workers , the daily Postimees reported .",-1,50,secondary_test
Earnings per share were at loss of EUR0 .24 .,-1,50,secondary_test
The employment contracts of 14 of the employees will end in March 2009 as a result of the company 's previous employer-employee talks .,-1,50,secondary_test
"Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .",-1,50,secondary_test
"Net sales of the Paper segment decreased to EUR 221.6 mn in the second quarter of 2009 from EUR 241.1 mn in the second quarter of 2008 , while operating profit excluding non-recurring items rose to EUR 8.0 mn from EUR 7.6 mn .",-1,50,secondary_test
"Myllykoski , with one paper plant in Finland , one in the US and three in Germany , had revenues of EUR286m in the first half of 2010 and an operating loss of EUR12m , Reuters said .",-1,50,secondary_test
The personnel reductions will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .,-1,50,secondary_test
"IT services firm TietoEnator was bucking the general trend , holding flat at 22.70 eur , after slipping back from earlier gains .",-1,50,secondary_test
"Finnish Suominen Corporation that makes wet wipes , nonwovens , and flexible packaging is starting employer-employee negotiations at its Tampere plant in Finland to lay off about 25 employees .",-1,50,secondary_test
The terms of the aforementioned funding are considerably below the Bank 's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years .,-1,50,secondary_test
In addition the production personnel of the Sport Division have been given a temporary lay-off warning .,-1,50,secondary_test
F-Secure also point out the logical weakness in the sequenced numbers of a card approach that has apparently already been utilised .,-1,50,secondary_test
The company initially estimated that it would cut up to 30 jobs .,-1,50,secondary_test
"Also the city 's insurance company , If P & C Insurance , has said it will not pay compensation .",-1,50,secondary_test
"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham .",-1,50,secondary_test
Most of the layoffs will be in Finland .,-1,50,secondary_test
Nokia will certainly disagree with Qualcomm 's views on the patent situation .,-1,50,secondary_test
The first ship has been delayed and is estimated to be completed in spring 2010 .,-1,50,secondary_test
"`` We can say that the number of deals has become normalized by the moment , and therefore we have decided to devalue our apartments now on sale , '' he added .",-1,50,secondary_test
"have notified that as a result of the Company issuing 14,432,000 new shares in the directed offering , the joint holdings of Pequot has decreased below 1-10 to 9.63 % of total number of shares and votes in the Company .",-1,50,secondary_test
"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''",-1,50,secondary_test
"- The Group 's sales during the period were EUR 37.5 million ( EUR 48.2 million , 1-9/2008 ) and result before taxes was a loss of EUR -3.5 ( +1.2 ) million .",-1,50,secondary_test
"According to Aktia Asset Management , Finnish analysts ' forecasts for 2009 are still too high .",-1,50,secondary_test
"Raw materials prices have surged in the past year , fueled in part because of the rapid industrialization of China , India and other developing nations .",-1,50,secondary_test
Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .,-1,50,secondary_test
"After Chuck Smith was laid off on May 30 from his $ 90,000 housing consultant job , he and his wife had to cut spending in half for their family of six , having to rely on his wife 's income -- about the same as his -- alone .",-1,50,secondary_test
The total number of filling stations has been on the decrease recently .,-1,50,secondary_test
GSK announced in November 2008 that it would close its operations in Dartford .,-1,50,secondary_test
Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers .,-1,50,secondary_test
"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 .",-1,50,secondary_test
"The personnel reduction will be carried out in Anjalankoski , Hollola , Jyvaskyla , Jarvenpaa , Karhula , Turku and Valkeakoski units .",-1,50,secondary_test
"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another .",-1,50,secondary_test
"Stora Enso Oyj , the largest papermaker , in October said it would close four mills .",-1,50,secondary_test
"Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 .",-1,50,secondary_test
"Employing 112 in Finland and 280 abroad , the unit recorded first-quarter 2007 sales of 8.6 mln eur , with an operating loss of 1.6 mln eur .",-1,50,secondary_test
"The staff reduction will start immediately , Glaston added .",-1,50,secondary_test
"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",-1,50,secondary_test
"According to the company , staff will be laid off temporarily when necessary .",-1,50,secondary_test
"HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .",-1,50,secondary_test
The number of salaried employees and group administration employees to be dismissed from the Sievi units is 17 .,-1,50,secondary_test
"Outokumpu 's steel mill in Tornio , in Finland , is the suspected source .",-1,50,secondary_test
"Most of the permanent layoffs will be in the plywood and sawn timber sectors of the Finnish company 's operations at several domestic mills , where earlier this year it temporarily laid off some 1,200 workers to save costs .",-1,50,secondary_test
"`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said .",-1,50,secondary_test
"However , the suspect stole his burgundy Nissan Altima .",-1,50,secondary_test
"That 's what I go to bed worrying about every night , ' he said .",-1,50,secondary_test
"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",-1,50,secondary_test
EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .,-1,50,secondary_test
Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff .,-1,50,secondary_test
Performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics .,-1,50,secondary_test
"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland .",-1,50,secondary_test
"As a result of the negotiations , the amount of employment contracts to be terminated is 13 .",-1,50,secondary_test
"Operating profit for the 12-month period decreased from EUR5 .4 m while net sales increased from EUR62 .0 m , as compared to the financial year 2004 .",-1,50,secondary_test
"Divisional sales demand in the half remained `` inconsistent '' , it added .",-1,50,secondary_test
Finnish plumbing and heating systems supplier Uponor is temporarily laying off its whole workforce in Finland for two weeks as of mid-July 2009 .,-1,50,secondary_test
In February the Elcoteq group sold its St Petersburg facility ; according to unconfirmed information the reason could have been supply problems because of the Russian customs service .,-1,50,secondary_test
"In addition , the company will reduce a maximum of ten jobs .",-1,50,secondary_test
"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",-1,50,secondary_test
"When the web user clicks on the link contained in the mail , he finds himself on a bogus site that imitates that of his bank , and which retrieves his personal banking data .",-1,50,secondary_test
This is bad news for the barbeque season .,-1,50,secondary_test
The current lay-offs are additional to the temporary lay-offs agreed in December 2008 and in May 2009 .,-1,50,secondary_test
"Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .",-1,50,secondary_test
"Paper stocks were among the biggest fallers , with Stora Enso down 2.30 pct to 14.01 eur , M-real down 2.86 pct to 5.09 eur and UPM-Kymmene 1.14 pct lower at 19.10 eur .",-1,50,secondary_test
HELSINKI ( AFX ) - KCI Konecranes said that Franklin Resources Inc 's share of voting rights in the Finnish cranes company fell last week to 4.65 pct from more than 9 pct in October 2005 .,-1,50,secondary_test
`` We want to serve K-citymarket customers by offering them interesting and topical selections .,0,50,secondary_test
"`` We will continue to make it easier for users to explore services on their handsets and will work towards bringing Internet to a wider range of devices including mid and low-end devices , '' said Kallasvuo .",0,50,secondary_test
"It is profitable to make pulp , paper , and sawn goods in areas where the combination of these factors is good .",0,50,secondary_test
"We now have both the opportunity and the responsibility to create a new journalistic culture to serve the readers of Alma Media 's newspapers , `` says Hannu Ollikainen , head of the new Helsinki desk .",0,50,secondary_test
Nokia Corp of Finland Tuesday said it has received a unified device managment contract with Finnish operator Elisa Oyj .,0,50,secondary_test
"The new company will buy from Baltic Pearl CJSC a lease right to 8.1 hectares for the construction of a mall with a gross area of 140,000 sq m 1.5 million sq ft .",0,50,secondary_test
"The most popular paper by far was Kesko 's loyal customer magazine Pirkka with 2,462,000 readers .",0,50,secondary_test
South America and Asia are other promising markets .,0,50,secondary_test
"The transaction , which includes US$ 1.5 billion euro1 billion in cash , vendor notes and share purchases , is expected to be completed in the first quarter of 2008 , the Finnish-Swedish paper maker said .",0,50,secondary_test
hybrid bond 18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,0,50,secondary_test
-- Christine Idzelis EQT Partners sheds Salcomp Swedish financial investor EQT Partners is selling a majority of its stake in mobile phone charger manufacturer Salcomp Oyj to Nordic investment company Nordstjernan AB .,0,50,secondary_test
"It includes the company 's new , highly powerful , compact and scalable Flexi Multiradio 10 Base Station .",0,50,secondary_test
The fuel purchase contracts have been signed with three months ' delivery from this September to November .,0,50,secondary_test
"Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass in safety glass machines and Albat + Wirsam in software solutions .",0,50,secondary_test
The company has a wide selection of metal products and services .,0,50,secondary_test
"Takoma will carry out the transaction by acquiring the entire share capital of Moventas Parkano Oy , which runs the factory in Parkano , southern Finland .",0,50,secondary_test
"`` We have become convinced that we can do that very quickly , '' he told Finnish business reporters .",0,50,secondary_test
"ALEXANDRIA , Va. , Aug. 27 -- Timo Vataja of Tampere , Finland , Virve Inget of Oulu , Finland , have developed a computer program product with activating the right of use .",0,50,secondary_test
"Lemminkainen Oyj said that it has signed credit agreements with Nordea Bank STO : NDA , Pohjola Bank HEL : POH1S , Sampo Bank HEL : SAMAS and Svenska Handelsbanken STO : SHB A .",0,50,secondary_test
"Neste Oil said it will build a biodiesel production facility in Rotterdam , the Netherlands , at an estimated cost of 670 million euros , naming France-based Technip as the project 's main contractor .",0,50,secondary_test
The effect of the savings will be noticeable from the beginning of 2010 .,0,50,secondary_test
The merger between the two telecoms operators was expected to result in the world 's fourth largest telecoms operator .,0,50,secondary_test
"Deutsche Beteiligungs , as well as a private equity fund it manages , first bought 75 % of MCE in a secondary buyout from White Plains , N.Y. , financial investor Andlinger & Co. in 2007 .",0,50,secondary_test
"Ponsse plans to create a network that is based on strong partnership , and participates in the production of larger entities than presently .",0,50,secondary_test
"According to preliminary information by the Finnish Forest Industries Federation , imports of roundwood to Finland increased to about 20 million m3 in 2005 , representing an increase of 15 % from 2004 .",0,50,secondary_test
Nordea Bank has a large share and vast experience in the Nordic credit card market .,0,50,secondary_test
"According to Rautaruukki , the company wants to promote the use of emission-free energy sources .",0,50,secondary_test
26 January 2011 - Finnish software solutions provider Basware ( HEL : BAS1V ) said yesterday it adjusted its strategy and goals for the next four years with focus on international growth mainly via acquisitions .,0,50,secondary_test
"Stonesoft is a global provider of proven , next generation solutions that simplify network security management .",0,50,secondary_test
Consumers are now increasingly interested in what they can do with heir phones .,0,50,secondary_test
The machines will cease production by the end of February 2007 .,0,50,secondary_test
Automation makes it possible to conduct several tests simultaneously .,0,50,secondary_test
Under the agreement Ponsse will provide forest machine maintenance services to Stora Enso 's Russian wood procurement operations .,0,50,secondary_test
Metso Paper 's delivery will comprise an Advantage DCT 200 tissue machine including quality control and distributed control systems ( QCS-DCS ) .,0,50,secondary_test
The StoneGate product is centrally manageable and suited for both physical and virtual environments .,0,50,secondary_test
` The investment in Matka-Vekka has been reasonable for investors in CapMan funds . ',0,50,secondary_test
Bioheapleaching makes extraction of metals from low grade ore economically viable .,0,50,secondary_test
"Finnish cargo handling solutions company Cargotec Oyj said on June 17 , 2008 that it will acquire New Zealand tailgates distributor Zepro Tailgate ( 1987 ) Limited for an undisclosed sum .",0,50,secondary_test
"Nokia said that its next generation mobile gaming platform makes it easy for people to find , buy , play and share rich and immersive games on a range of Nokia devices .",0,50,secondary_test
"A state program has been worked out , legal provisions have been developed , and rules and normative documents have been specified for the functioning of a technological park .",0,50,secondary_test
"LONDON ICIS -- Tikkurila has completed the sale of its powder coatings business to Finnish industrial coatings firm Teknos Group , the Finland-based decorative paints company said on Wednesday .",0,50,secondary_test
"QPR has an established international customer base , spread over 70 countries in 2009 , and a variety of organizations including banks , manufacturing companies , service companies and government authorities .",0,50,secondary_test
It is also in the process of taking a seat on CapMan 's board - a course which has the support of CapMan management .,0,50,secondary_test
Technopolis said before the protocol was signed that the techno-park would be built at a site covering more than six hectares in the Neudorf special economic zone and that it planned to invest 200 million euros in the project until 2009 inclusive .,0,50,secondary_test
Incap Corporation Stock Exchange Release 4 May 2010 at 8.30 a.m. INCAP CORPORATION 'S DIRECTED SHARE ISSUE WAS SUBSCRIBED IN FULL The Board of Incap Corporation has approved the subscriptions of directed share issue .,0,50,secondary_test
This PC application allows users to copy files and other data from their Nokia mobile device to their computer as well as create backup content .,0,50,secondary_test
Technopolis 's technological centers supply their clients with modern high-class premises .,0,50,secondary_test
"This implementation will upgrade the existing system , enabling voicemail and video mail to be housed on the same platform .",0,50,secondary_test
"The third applicant , Fortum , was dropped .",0,50,secondary_test
"The familiar blue , white , and red HK seal has received a more authentic look .",0,50,secondary_test
The service developed by Digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools .,0,50,secondary_test
"According to the Act , universities can now acquire private funding .",0,50,secondary_test
"Garmin fell 4.5 percent to $ 34.53 at 1:33 p.m. in New York , while Google slid 0.7 percent at $ 576.50 .",0,50,secondary_test
It has sold one half of its business operations and will enter the Helsinki Stock Exchange via the back door through an innovative buyout arrangement with Kasola .,0,50,secondary_test
"Headline of release dated March 26 , 2008 should read : Acacia Subsidiary Enters into Settlement Agreement for Rule Based Monitoring Technology with F-Secure ( sted Acacia Technologies Licenses Rule Based Monitoring Technology to F-Secure ) .",0,50,secondary_test
"Sonoco Products Co. , a U.S. packaging company , said Friday it bought the 75 percent of Italy 's Demolli Industria Cartaria SpA it did not already own .",0,50,secondary_test
The Symbian Foundation plans to revise its procedures for testing and signing software after digitally signing a trojan for its Symbian mobile phone operating system by mistake .,0,50,secondary_test
The Engines in Asia-Pacific industry profile is an essential resource for top-level data and analysis covering the engines industry .,0,50,secondary_test
W+ñrtsil+ñ 's aim is to serve the rapidly growing number of vessels and increasing marine activity in the Barents Sea region .,0,50,secondary_test
An Android app will be coming soon .,0,50,secondary_test
"The building owner and developer , Sun Hung Kai Properties Group , is one of the largest property companies in Hong Kong , developing all types of premium residential and commercial projects for sale and investment .",0,50,secondary_test
"With this subscription , Fortum 's ownership in TGK-10 has increased to slightly over 76 % of shares and voting rights .",0,50,secondary_test
Affecto has helped SKAT to set up the platform and has previously delivered several Business Intelligence projects for SKAT .,0,50,secondary_test
"Also Ruukki Construction , Rautaruukki 's construction division , is initiating employer-employee negotiations at its sites in Alaj+ñrvi , Vimpeli and Per+ñsein+ñjoki in Finland .",0,50,secondary_test
Net sales in 2007 totalled EUR 329 million and the operating margin was over 19 % .,0,50,secondary_test
The European Central Bank ECB is anticipated to raise its benchmark interest rate in the second half of 2011 at the earliest .,0,50,secondary_test
"With Aldata , we can help retailers ensure that their merchandising and selections reflect customer demand and their evolving shopping behavior . ''",0,50,secondary_test
"As previously announced , GeoSentric Oyj entered into financing agreements with its lead investor on June 30 , 2010 enabling the Company to receive financing up to the aggregate amount of 6M .",0,50,secondary_test
28 January 2011 - Finnish technology center operator Technopolis Oyj (HEL : TPS1V)said today it will invest EUR22 .5 m in the construction of the second phase of an office facility in Tampere .,0,50,secondary_test
`` I see my new post as an inspiring challenge .,0,50,secondary_test
Altimo previously agreed a similar deal with Telenor to merge their stakes in VimpelCom and Kyivstar-GSM .,0,50,secondary_test
The ore body is sufficient to support anticipated production for at least 46 years .,0,50,secondary_test
